,processor,amount,original_currency,target_currency,fx,transaction_status,transaction_cost,transaction_start_date,transaction_end_date,duration,transaction_revenue,pyr_id,pye_id,ppid,country,payee_satisfaction,payor_satisfaction,overall_satisfaction
773,2,3041.95,484,356,1,1,83.89,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,1,280284447299,280284447041,280267735875,76,0,1,1
774,3,1746.46,978,840,1,1,32.65,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,288857604417,288857670466,280301355843,156,1,1,1
775,1,1909.87,156,986,1,1,37.81,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,1,288874512963,288891158850,288857670209,840,1,1,1
776,1,342.54,840,986,1,1,99.23,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,284562702657,288857670211,288857604674,250,0,1,1
777,2,1258.9,356,410,1,1,94.7,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,288891224897,280284578370,284579545922,250,0,0,0
778,2,1550.04,356,410,1,1,32.66,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,284562703170,284579414593,288891289921,410,1,1,1
779,3,1363.06,978,356,1,1,54.8,2019-03-03T12:00:00Z,2019-04-12T12:00:00Z,40,0,280267801153,288891289923,280301289794,840,0,0,1
780,3,1044.33,840,410,1,1,47.46,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,0,284579480131,288857604675,288891224386,250,1,0,0
781,1,1400.5,986,484,1,1,38.45,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,1,280284447555,284579479873,284579545411,410,1,1,1
782,3,4990.86,484,978,1,1,57.4,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,1,280267801153,284596191811,280301224770,156,1,0,1
783,2,2205.45,978,978,0,1,76.22,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,284596257602,288874512963,280267801411,356,0,1,1
784,3,458.47,156,356,1,1,30.76,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,280301355841,280284513090,288891224386,410,1,0,0
785,3,1605.68,978,484,1,1,94.71,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,0,288874447683,280301289795,288874447426,484,0,0,0
786,3,912.15,840,410,1,1,38.65,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,1,284562768707,280267735361,280301355843,76,1,1,1
787,1,4693.84,978,156,1,0,78.4,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,1,288874447171,280284447041,280284578625,156,0,1,1
788,2,1519.58,156,978,1,0,4.94,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,0,280267670081,280284513091,280284447043,156,1,1,1
789,2,2644.21,986,484,1,1,52.01,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,288874447683,280267801410,280284512578,840,1,1,1
790,3,3311.51,156,410,1,1,42.55,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,1,284579480131,284596322882,280284447043,410,1,1,1
791,3,4079.81,978,410,1,0,92.07,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,1,284579545665,280284578115,288874382147,840,0,1,1
792,3,1042.79,978,156,1,1,64.63,2019-03-03T00:00:00Z,2019-03-15T12:00:00Z,12,1,284579545665,284579414339,288874447426,410,1,0,1
793,1,2876.32,156,840,1,1,9.19,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,280284447298,284596323137,284596322625,840,1,1,1
794,3,4438.13,156,156,0,0,4.71,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,288891224897,288874447171,288891159105,76,1,1,1
795,2,1610.01,410,986,1,1,50.48,2019-03-02T19:00:00Z,2019-03-15T12:00:00Z,13,1,280284512577,280284447042,280284447297,276,1,1,1
796,1,2185.79,156,986,1,1,71.81,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,0,288891224641,284596191554,280284578627,484,0,0,0
797,2,4970.47,840,986,1,0,12.11,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,0,288874447169,280267800899,288857670209,156,1,1,1
798,2,4879.5,410,410,0,1,50.73,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,40,1,284579545410,288857604675,280284512578,484,0,0,1
799,1,3933.95,356,156,1,1,81.95,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,288874382146,280267670338,280267735875,276,0,1,0
800,3,1868.38,484,356,1,1,38.55,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,284579480129,288857670466,284596191554,250,1,0,1
801,1,4813.58,978,156,1,1,73.22,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,1,280301224769,280284447043,280267670337,76,1,1,0
802,1,4174.43,986,978,1,1,50.86,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,280267800899,284562702657,280267735363,276,1,1,1
803,1,4448.05,356,356,0,1,79.2,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,40,1,288857669955,280267801153,288857604674,840,0,0,1
804,1,3154.97,840,156,1,1,82.16,2019-03-02T19:00:00Z,2019-04-11T12:00:00Z,40,0,288874447683,284579479873,284579545922,250,0,0,1
805,3,4521.74,484,840,1,1,81.01,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,288857735490,288891224386,284579545411,76,0,0,0
806,3,877.03,156,484,1,1,9.38,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,0,280301355330,284562702657,288891289921,250,1,1,1
807,2,2534.92,978,840,1,1,49.18,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,0,280301224769,288874381635,284596257603,276,1,1,0
808,3,4277.24,978,978,0,0,81.51,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,284579545921,288874512963,280301289794,356,0,1,0
809,1,4099.09,840,356,1,1,91.05,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,284579479873,288891224641,288874447171,250,0,0,1
810,2,3024.16,978,978,0,1,69.15,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,288857669954,284579414338,288857670466,156,0,1,1
811,3,2271.84,356,978,1,1,39.47,2019-03-03T00:00:00Z,2019-04-12T12:00:00Z,40,1,288874381891,280284578625,288891289921,76,1,0,1
812,3,2774.34,978,840,1,1,67.65,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,0,280267670081,284596323137,288874447426,484,1,1,1
813,1,947.0,986,356,1,1,35.78,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,0,280267670081,284579479873,280301355842,276,1,1,0
814,2,1021.77,156,986,1,1,98.25,2019-03-06T01:00:00Z,2019-03-13T12:00:00Z,7,1,284579545410,288857670466,280284447298,250,0,0,0
815,2,2007.98,986,156,1,1,74.35,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,288874447169,284596191811,280267800899,76,0,1,1
816,3,3290.98,986,986,0,1,88.09,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,280284512833,284562768195,288874447171,484,0,1,1
817,2,1759.8,840,410,1,1,19.27,2019-03-03T00:00:00Z,2019-04-11T12:00:00Z,39,1,288857604930,284562702659,280301289795,250,1,0,1
818,2,3339.45,484,840,1,1,34.95,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,288874381891,284562637121,288891224386,276,1,1,1
819,2,3997.12,986,410,1,1,65.95,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,280284578114,280301224259,280301355842,276,1,1,1
820,3,750.25,484,484,0,1,74.11,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,280284447299,280267801153,288891224897,76,0,0,1
821,1,3359.62,484,410,1,1,66.54,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280284512834,280284447042,280267670337,250,1,1,0
822,2,4858.46,978,484,1,1,37.03,2019-03-03T12:00:00Z,2019-03-10T12:00:00Z,7,1,280301224769,280267670082,280284447298,250,1,1,1
823,3,2418.02,986,978,1,1,13.42,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,288891224387,284562768450,288891159105,276,1,1,1
824,2,4495.2,356,356,0,1,55.43,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,1,280267801153,288891159106,280267670337,156,1,1,1
825,3,1024.62,156,156,0,0,91.79,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,288874512963,288857604675,288857604929,276,0,1,1
826,2,1052.96,356,840,1,1,21.96,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,280284512834,280267669826,280284578627,76,1,1,1
827,1,3555.93,156,156,0,1,3.44,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,284562703170,284579414850,288874447683,484,1,1,0
828,1,2394.83,986,986,0,1,73.88,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,0,288874381891,288891159106,280267800899,276,1,1,1
829,2,2387.64,356,978,1,1,65.57,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,284579414595,284562702659,288874447683,76,1,1,1
830,2,429.64,356,840,1,1,42.85,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,44,0,280301355331,280267735873,280284447297,356,0,1,1
831,2,1496.78,484,410,1,1,94.07,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,284562637378,288857669953,288891289921,840,0,1,1
832,3,2020.93,840,410,1,1,10.41,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,1,288857669954,280284513090,288874447426,484,1,1,1
833,1,4235.82,978,356,1,1,17.11,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,280267670081,288857604675,284596322625,410,1,0,1
834,3,1962.55,840,356,1,1,65.41,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,1,288891290178,288874512963,284596191554,156,0,1,0
835,3,3121.09,156,410,1,0,57.13,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,1,288874381891,288857604418,280301289795,356,0,0,1
836,2,1810.57,410,484,1,1,4.37,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,284596192065,280284447042,288874447683,276,1,1,1
837,1,2037.1,840,410,1,0,51.81,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,284562768707,288891159106,280301290049,76,0,1,0
838,1,3183.21,410,978,1,0,27.97,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,1,288857669954,288891289923,280301355842,484,1,1,0
839,1,1863.31,840,484,1,1,4.19,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,280284578371,284596191554,288857670466,484,1,1,1
840,3,2868.44,978,410,1,0,66.88,2019-03-02T19:00:00Z,2019-04-15T12:00:00Z,44,0,280284512833,288857669953,288857604929,250,0,0,0
841,1,4039.29,156,840,1,1,85.2,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,0,280301224769,284562702657,280301224771,356,0,0,0
842,2,3283.74,356,356,0,1,17.62,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,284579414595,280267801410,288857604674,356,1,1,1
843,2,3016.88,484,356,1,1,95.08,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,1,284579545667,280267669826,288891224386,156,0,0,0
844,2,4536.54,356,978,1,1,24.0,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,1,284579545410,288891159105,280301289795,410,1,0,1
845,1,3910.09,986,484,1,0,53.57,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,280301355331,280284513091,288891159105,76,0,0,1
846,1,4144.9,356,484,1,0,45.24,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,280301224769,284596191810,284596257603,410,0,1,1
847,1,191.96,840,840,0,1,76.26,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,284596257601,284579414850,280284512578,840,1,1,1
848,3,4341.24,978,356,1,0,86.62,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,280284447041,288857670466,280267735363,840,0,1,1
849,2,1242.2,156,484,1,1,62.48,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,288857669954,284562637635,280301224771,840,1,0,1
850,1,513.48,978,840,1,1,97.73,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,284579545667,288857604418,288874382147,250,0,0,0
851,3,3155.9,484,410,1,0,93.37,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,280301355586,280267669826,288857670209,484,0,1,1
852,2,4790.58,356,986,1,1,22.95,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,280284447298,288891224641,280284447043,250,1,1,1
853,1,3656.18,484,410,1,1,46.58,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,284579545665,284579480130,280267735875,410,1,1,0
854,1,1183.71,356,840,1,1,38.29,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,280301355841,288874382145,280301289794,484,1,1,1
855,1,1607.14,986,356,1,0,91.48,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,280267801154,284579414339,288857735747,76,0,1,1
856,3,3961.89,986,156,1,0,13.43,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,288874512962,280267670083,280301290049,250,1,1,1
857,2,2603.17,156,410,1,1,65.4,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,280267801154,288891290433,280301355843,410,0,1,0
858,2,2470.59,840,356,1,1,86.56,2019-03-07T15:00:00Z,2019-04-15T12:00:00Z,39,1,288874447683,284562702659,288891224386,410,0,1,1
859,2,3855.01,410,410,0,1,90.22,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,288874513219,284579414338,284596257603,250,0,1,1
860,1,3669.46,484,484,0,0,57.6,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,0,284596257347,280267801153,288874382147,276,0,1,1
861,1,498.35,484,986,1,1,29.45,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,284562768706,288891224386,280284578627,356,1,0,0
862,3,2311.22,410,978,1,1,35.71,2019-03-03T00:00:00Z,2019-04-11T12:00:00Z,39,1,288874382146,280267801410,284596322627,76,1,1,1
863,3,3162.57,356,986,1,1,44.73,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,1,284596192065,288891224897,288874447170,484,0,1,1
864,1,324.56,840,356,1,1,10.59,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,284562768195,284579545409,288857604929,484,1,1,1
865,2,4032.76,840,840,0,1,49.05,2019-03-06T01:00:00Z,2019-04-13T12:00:00Z,38,0,288874512962,284579414339,284562637633,484,0,1,1
866,3,3789.79,410,484,1,0,91.1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,1,280301355841,284579480130,280267801411,76,0,1,0
867,2,4954.01,484,840,1,1,66.29,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,280284578114,288874512706,288874447426,840,1,1,1
868,2,1958.6,978,484,1,1,77.12,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,284562637378,288891159107,288891224897,484,0,1,0
869,2,2504.76,484,484,0,0,32.14,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,280284447298,280301355330,288874447170,250,0,0,0
870,1,2136.9,978,156,1,1,54.51,2019-03-06T01:00:00Z,2019-04-14T12:00:00Z,39,1,280284513089,288891224641,288857670466,484,0,1,1
871,1,4640.8,410,356,1,1,30.65,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,288857735490,284596323137,280301355843,250,1,1,0
872,1,2072.67,840,484,1,1,33.5,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,0,280301355585,280301224257,280267735875,356,1,1,1
873,1,2112.98,840,986,1,0,36.46,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,284579479873,280284578625,280267670337,484,0,0,0
874,3,624.46,978,484,1,1,71.92,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,1,284579545665,288874447682,280284512578,250,0,0,1
875,2,4344.14,840,356,1,1,15.79,2019-03-03T00:00:00Z,2019-04-13T12:00:00Z,41,0,280284578625,284579480130,280267800899,410,1,0,1
876,3,969.28,410,356,1,1,18.51,2019-03-03T12:00:00Z,2019-03-13T12:00:00Z,10,1,288891224899,284596191554,280284447043,356,1,0,1
877,2,1997.47,410,986,1,1,16.38,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,284579545921,288857604419,280301289794,840,1,1,1
878,2,3628.24,410,356,1,1,71.93,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,288874447683,284562637121,280267735875,76,0,0,1
879,1,3404.52,484,410,1,1,17.42,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,1,284579479873,288891290433,280284447298,840,1,0,1
880,2,2460.07,978,840,1,1,53.61,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0,280284512833,280267801410,280267670337,484,1,1,1
881,3,3091.89,410,410,0,1,91.43,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288874381634,284579414593,284596257603,250,0,1,1
882,2,708.12,840,978,1,1,69.38,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,284562703170,280284513090,284579480130,156,0,1,0
883,2,1920.61,484,986,1,1,19.28,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,1,288874447681,280284513090,284579480130,156,1,0,1
884,3,4989.85,356,986,1,0,71.69,2019-03-06T01:00:00Z,2019-04-11T12:00:00Z,36,1,284596192066,284579414338,280267801153,276,0,1,1
885,1,884.58,978,986,1,1,56.09,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,0,288857604417,288891159106,280267801153,276,1,1,1
886,3,1000.36,410,356,1,1,48.01,2019-03-02T19:00:00Z,2019-04-10T12:00:00Z,39,0,288874512961,288857604675,280301290049,156,0,0,0
887,2,2876.81,840,840,0,1,40.43,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,0,284596192067,284562637122,284579480129,250,1,1,0
888,3,1799.95,356,986,1,1,30.59,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,0,280267801153,288857604675,284562702914,250,1,1,1
889,2,4854.98,840,356,1,1,64.82,2019-03-02T19:00:00Z,2019-04-11T12:00:00Z,40,0,280267670081,288857604418,284562637379,156,0,1,0
890,3,634.35,986,840,1,1,63.63,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,288857669955,284579479873,288857670209,156,0,1,1
891,2,3770.16,978,484,1,1,93.69,2019-03-03T12:00:00Z,2019-04-11T12:00:00Z,39,1,280267670081,284596191554,280284447297,76,0,1,1
892,3,4325.53,986,356,1,0,82.88,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,284562768707,288891159105,288857670465,840,0,1,0
893,3,1720.58,356,484,1,1,34.86,2019-03-07T15:00:00Z,2019-03-11T12:00:00Z,4,1,288857604930,288874512706,284596322627,156,1,1,0
894,2,4448.66,978,986,1,1,74.58,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,1,284579545667,280284578370,280301355843,276,1,1,0
895,1,1800.56,156,356,1,1,10.32,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280284512834,284596191811,280301224771,356,1,1,1
896,1,4994.0,410,840,1,1,90.47,2019-03-03T00:00:00Z,2019-03-11T12:00:00Z,8,0,284579545921,288891159363,288857735745,156,0,1,1
897,3,3573.57,356,484,1,1,21.29,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0,288857669955,280267735873,288874447170,356,1,0,0
898,2,4738.5,156,840,1,1,96.78,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,1,288891224641,284596191554,288857670209,356,0,1,1
899,1,4791.86,484,356,1,1,97.54,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,0,288874512961,288874447682,284579545922,840,0,1,0
900,1,2026.23,156,356,1,0,75.96,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,280301355586,280284578625,288891289921,276,0,0,0
901,1,1289.11,840,156,1,1,48.87,2019-03-07T15:00:00Z,2019-03-14T12:00:00Z,7,1,288857604417,284579414339,288874447426,250,1,1,1
902,3,380.94,356,840,1,0,1.59,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,1,284579479873,288891224641,288857670209,276,0,1,1
903,2,1858.08,156,840,1,1,84.08,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,280284447041,280267669826,284596322625,156,0,1,1
904,3,2884.94,156,978,1,1,5.25,2019-03-03T12:00:00Z,2019-03-12T12:00:00Z,9,1,280301355586,284579545411,280267801411,250,1,1,1
905,1,4046.61,410,410,0,1,33.44,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,280267670081,288857669954,280267735363,484,1,1,1
906,2,3814.51,356,840,1,1,65.85,2019-03-07T15:00:00Z,2019-04-14T12:00:00Z,38,1,288857735490,284579414339,280301290049,76,0,1,1
907,2,3814.52,410,410,0,1,59.68,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,0,284579479873,280284447043,288857735745,356,1,1,1
908,2,4767.32,410,410,0,1,45.09,2019-03-03T00:00:00Z,2019-03-13T12:00:00Z,10,0,288874447683,288891224386,288857735747,156,1,1,1
909,1,1731.15,156,156,0,1,16.47,2019-03-07T15:00:00Z,2019-03-15T12:00:00Z,8,1,284596192067,280267801410,284596322625,840,1,1,1
910,3,1627.34,840,986,1,1,4.1,2019-03-02T19:00:00Z,2019-03-10T12:00:00Z,8,1,280301355585,284579414339,280301224771,410,1,0,1
911,1,180.88,356,978,1,1,45.42,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,1,288891290178,284596191554,288874447683,276,1,0,1
912,1,387.12,840,484,1,0,19.98,2019-03-03T12:00:00Z,2019-04-15T12:00:00Z,43,1,284579480129,288857670466,280284447298,156,0,0,0
913,3,3422.19,156,978,1,0,48.38,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280267801154,284596191554,280284512578,250,0,1,1
914,1,4652.86,156,356,1,1,95.31,2019-03-03T12:00:00Z,2019-03-11T12:00:00Z,8,1,288891290178,284596191811,288874447426,76,0,0,1
915,2,3173.93,356,986,1,1,1.14,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,1,284579414595,284562768450,288857735745,156,1,1,1
916,1,877.47,156,156,0,1,41.76,2019-03-07T15:00:00Z,2019-04-13T12:00:00Z,37,0,284579545410,280284513091,280267801411,840,0,0,1
917,1,961.02,356,484,1,1,39.71,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,0,280301355841,284579480130,280301289794,484,1,1,1
918,3,3180.47,484,484,0,1,35.63,2019-03-03T00:00:00Z,2019-04-15T12:00:00Z,43,0,288874447171,284562702657,288874447426,410,0,0,1
919,2,499.15,986,410,1,1,54.96,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280284447555,280301355330,288891289921,250,1,1,1
920,2,1323.38,410,840,1,0,89.6,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,284596257601,280284578625,288891224386,484,0,1,1
921,1,696.45,356,410,1,1,41.36,2019-03-02T19:00:00Z,2019-04-11T12:00:00Z,40,1,280301224769,288891224897,288857735745,840,0,0,0
922,2,3491.36,156,156,0,0,42.49,2019-03-03T00:00:00Z,2019-04-14T12:00:00Z,42,1,280284447299,288891290433,280301224770,410,0,1,1
923,2,816.74,484,356,1,1,29.05,2019-03-03T12:00:00Z,2019-03-15T12:00:00Z,12,1,280301355586,288891159363,280284512578,356,1,1,1
924,2,378.99,840,410,1,0,6.43,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,280267801153,288891159363,280284447297,276,1,1,1
925,3,4655.49,156,156,0,1,71.47,2019-03-03T00:00:00Z,2019-04-13T12:00:00Z,41,1,280284578625,280267801410,280267801153,276,0,0,0
926,2,4507.36,156,484,1,1,1.16,2019-03-06T01:00:00Z,2019-03-15T12:00:00Z,9,0,284579545665,280267670338,280301290051,76,1,1,0
927,2,3762.73,156,978,1,1,60.49,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280284578113,288874382145,280284578625,76,1,1,0
928,3,3725.55,484,978,1,0,13.95,2019-03-07T15:00:00Z,2019-03-10T12:00:00Z,3,0,288874512963,284579414850,280301289794,356,1,0,1
929,2,3304.73,978,356,1,1,27.89,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,0,288857604930,284579414339,284579545411,410,1,1,1
930,2,1626.82,356,410,1,1,95.56,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280301355841,280284578370,288874447426,76,0,1,0
931,3,1227.94,356,978,1,1,15.41,2019-03-02T19:00:00Z,2019-03-14T12:00:00Z,12,1,284596192067,280267670082,280301289795,356,1,1,1
932,3,3073.45,156,986,1,1,2.8,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,0,284596322626,284596322882,280301355842,156,1,1,1
933,2,4284.7,986,356,1,1,62.51,2019-03-06T01:00:00Z,2019-04-15T12:00:00Z,40,0,284562703170,284579414339,280267801153,484,0,0,0
934,2,523.75,356,840,1,1,24.59,2019-03-06T01:00:00Z,2019-03-14T12:00:00Z,8,0,280284447041,280284578115,288874447171,250,1,1,1
935,2,1546.42,840,410,1,1,66.27,2019-03-07T15:00:00Z,2019-04-10T12:00:00Z,34,0,284579479873,288857670466,288857735747,484,0,0,0
936,3,987.07,840,986,1,1,68.81,2019-03-07T15:00:00Z,2019-03-13T12:00:00Z,6,1,284596192065,288874382145,288874447426,840,1,0,1
937,3,1922.82,410,978,1,1,93.25,2019-03-03T00:00:00Z,2019-04-10T12:00:00Z,38,1,284579545665,284562637635,288891224643,410,0,1,0
938,1,3129.12,978,840,1,1,22.97,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,288857604930,284579545411,288857670466,356,1,1,1
939,1,2538.98,978,840,1,1,23.98,2019-03-02T19:00:00Z,2019-03-11T12:00:00Z,9,1,288891224387,288857670211,280284512578,410,1,1,1
940,3,4184.3,840,156,1,1,88.94,2019-03-03T00:00:00Z,2019-03-14T12:00:00Z,11,0,280284447555,284562702657,284579545411,410,0,1,0
941,2,3267.88,410,840,1,1,86.23,2019-03-03T00:00:00Z,2019-03-12T12:00:00Z,9,1,280267800897,280284578115,288891224897,410,0,1,1
942,1,578.36,978,156,1,0,36.64,2019-03-02T19:00:00Z,2019-03-13T12:00:00Z,11,1,280301290307,284596191811,284579480129,410,0,1,1
943,2,195.92,410,978,1,1,58.99,2019-03-06T01:00:00Z,2019-03-12T12:00:00Z,6,0,284579414595,288891224386,284596257603,156,1,1,1
944,3,1068.02,978,156,1,1,36.16,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,280284447555,284562637121,288857735747,156,1,1,1
945,3,224.75,986,156,1,1,59.26,2019-03-02T19:00:00Z,2019-04-12T12:00:00Z,41,1,288891224387,288891289921,284596322625,250,0,0,0
946,3,3226.31,356,356,0,1,13.94,2019-03-03T12:00:00Z,2019-03-14T12:00:00Z,11,1,280301355841,288874382145,280267801411,156,1,1,1
947,1,838.67,356,410,1,1,63.96,2019-03-07T15:00:00Z,2019-03-12T12:00:00Z,5,1,288874382146,284579414339,284562702914,276,1,1,1
948,3,2981.6,410,156,1,1,16.56,2019-03-02T19:00:00Z,2019-03-12T12:00:00Z,10,1,288857604930,284562702657,280301224770,410,1,1,0
949,2,4298.27,356,410,1,1,46.01,2019-03-06T01:00:00Z,2019-03-11T12:00:00Z,5,1,284579480129,284596191554,284596322625,250,1,1,1
950,2,597.61,156,484,1,0,42.54,2019-03-06T01:00:00Z,2019-04-10T12:00:00Z,35,1,280301355585,280284513091,288891224897,356,0,1,1
